filename,title,author,release year,pos score,neg score,neu score,comp score
7839.txt,A Foregone Conclusion,William Dean Howells,"April, 2005 "
7955-8.txt,Historical Miniatures,August Strindberg,"April, 2005 "
7961.txt,In and Out of Three Normandy Inns,Anna Bowman Dodd,"April, 2005"
7964.txt,The Mystery of Cloomber,Arthur Conan Doyle,"April, 2005"
7965.txt,"The Mahabharata of Krishna-Dwaipayana Vyasa, Part 2",Krishna-Dwaipayana Vyasa,"April, 2005"
7971.txt,The Fugitive,Rabindranath Tagore,"April, 2005"
7972.txt,Homer and His Age,Andrew Lang,"April, 2005 "
7995-8.txt,The Reconciliation of Races and Religions,Thomas Kelly Cheyne,"April, 2005"
8070.txt,Expositions of Holy Scriptures,Alexander Maclaren,"May, 2005"
8071.txt,Expositions of Holy Scripture,Alexander Maclaren,"May, 2005"
8076.txt,The History of David Grieve,Mrs. Humphry Ward,"May, 2005"
808.txt,The Complete Plays of Gilbert and Sullivan,William Schwenk Gilbert and Arthur Sullivan,"February, 1997  "
8086-8.txt,Down and Out in the Magic Kingdom,Cory Doctorow,"May, 2005"
8088.txt,"Passages From The American Notebooks, Volume 1",Nathaniel Hawthorne,"May, 2005 "
8089.txt,"Passages From The American Notebooks, Volume 2",Nathaniel Hawthorne,"May, 2005 "
8120-8.txt,The Life of St. Teresa of Jesus,Teresa of Avila,"May, 2005"
8121-8.txt,Ghosts,Henrik Ibsen,"May, 2005 "
8129.txt,A Dreamer's Palace,Lord Dunsany [Edward J. M. D. Plunkett],"May, 2005"
8138-8.txt,War-time Silhouettes,Stephen Hudson,"May, 2005 "
8144-8.txt,"Acetylene, The Principles Of Its Generation And Use",F. H. Leeds,"May, 2005  "
8159-8.txt,Wanderings in South America,Charles Waterton,"May, 2005"
8160-8.txt,Recollections Of My Childhood And Youth,George Brandes,"May, 2003"
8164-8.txt,My Man Jeeves,P. G. Wodehouse,"May, 2005"
8200-8.txt,Expositions of Holy Scripture,Alexander Maclaren,"May, 2005"
8219-8.txt,The Desert and The Sown,Mary Hallock Foote,"June, 2005 "
8299.txt,Filipino Popular Tales,Dean S. Fansler,"June, 2005"
8300-8.txt,"The Bible, Douay-Rheims, Old and New Testaments, Complete", ,"December 17, 2004 "
8374.txt,"Alton Locke, Tailor And Poet",Charles Kingsley,"June, 2005"
8378-8.txt,Selected Polish Tales,Various,"June, 2005"
8387-8.txt,Hunger,Knut Hamsun,"June, 2005"
840.txt,"Lorna Doone, A Romance of Exmoor",R. D. Blackmore,"April 27, 2006 "
8409-8.txt,Love-Letters Between a Nobleman and His Sister,Aphra Behn,"July, 2005"
841.txt,"Men, Women and Ghosts",Amy Lowell,"March, 1997"
8412-8.txt,"Seeing Europe with Famous Authors, Volume 3",Various,"July, 2005"
843.txt,The Life of Francis Marion,William Gilmore Simms,"March, 1997  "
8449.txt,A Traveler from Altruria: Romance,William Dean Howells,"July, 2005 "
8464.txt,Rest Harrow,Maurice Hewlett,"July, 2005 "
8498.txt,"The Atlantic Monthly, Vol. I, No. 1, Nov. 1857",Various,"July, 2005"
8504.txt,"Scientific American Supplement, No. 358, November 11, 1882",Various,"July, 2005"
852.txt,Democracy and Education,John Dewey,"March, 1997"
8529-8.txt,The World Decision,Robert Herrick,"July, 2005"
8529.txt,The World Decision,Robert Herrick,"July, 2005"
8532-8.txt,Andivius Hedulio,Edward Lucas White,"December 1, 2004  "
8533-8.txt,"The Literary Remains of Samuel Taylor Coleridge, Vol. 2",Samuel Taylor Coleridge,"July, 2005"
8555-8.txt,Initiation into Literature,Emile Faguet,"July, 2005 "
8567.txt,The Iroquois Book of Rites,Horatio Hale,"July, 2005"
8570.txt,The Philistines,Arlo Bates,"July, 2005"
8571-8.txt,Wolfert's Roost and Miscellanies,Washington Irving,"July, 2005"
8577-8.txt,"Charles O'Malley, The Irish Dragoon, Volume 1 (of 2)",Charles Lever,"February 2, 2007 "
8591-8.txt,French Lyrics,Arthur Graves Canfield,"July, 2005"
8593-8.txt,"Normandy, Part 1",Gordon Home,"August 11, 2004 "
8652-8.txt,Crowded Out! and Other Sketches,Susie F. Harrison,"August, 2005 "
8659.txt,Sabbath in Puritan New England,Alice Morse Earle,"August, 2005"
8670.txt,In the Heart of the Rockies,G. A. Henty,"August, 2005"
8673.txt,A Columbus of Space,Garrett P. Serviss,"August, 2005"
87.txt,The 1993 CIA World Factbook,United States.  Central Intelligence Agency.,"October, 1993"
8704.txt,"The Dore Gallery of Bible Illustrations, Volume 4",Anonymous,"July 28, 2004 "
8711.txt,The Living Link,James De Mille,"August, 2005 "
8717.txt,"Scientific American Supplement, No. 344, August 5, 1882",Various,"August, 2005"
8737-8.txt,Robert Elsmere,Mrs. Humphry Ward,"August, 2005 "
8799.txt,"The Vision of Paradise, Complete",Dante Alighieri,"August 2, 2004 "
8805-8.txt,From One Generation to Another,Henry Seton Merriman,"September, 2005 "
882-0.txt,Sketches by Boz,Charles Dickens,"December 6, 2009  "
882.txt,Sketches by Boz,Charles Dickens,"December 6, 2009  "
8859-8.txt,True to the Old Flag,G. A. Henty,"September, 2005"
8879.txt,There and Back,George MacDonald,"September, 2005  "
8880-8.txt,Satanstoe,James Fenimore Cooper,"September, 2005 "
8880.txt,Satanstoe,James Fenimore Cooper,"September, 2005 "
89-AnnexI-8.txt,"North American Free Trade Agreement, 1992 Oct. 7",Canada,"November, 1993"
8909.txt,"The System of Nature, Volume 1",Paul Henri Thiery (Baron D'Holbach),"September, 2005 "
891.txt,The History of The Decline and Fall of the Roman Empire,Edward Gibbon,"April, 1997"
892.txt,The History of The Decline and Fall of the Roman Empire,Edward Gibbon,"April, 1997"
893-8.txt,The History of The Decline and Fall of the Roman Empire,Edward Gibbon,"April, 1997"
8935.txt,Dream Tales and Prose Poems,Ivan Turgenev,"September, 2005 "
8937.txt,"Tales And Novels, Volume 7 (of 10)",Maria Edgeworth,"September, 2005 "
894.txt,The History of The Decline and Fall of the Roman Empire,Edward Gibbon,"April, 1997"
8941.txt,Lord Kilgobbin,Charles Lever,"February, 2007 "
8942.txt,The Last Hope,Henry Seton Merriman,"September, 2005"
895-8.txt,The History of The Decline and Fall of the Roman Empire,Edward Gibbon,"April, 1997"
895.txt,The History of The Decline and Fall of the Roman Empire,Edward Gibbon,"April, 1997"
8956.txt,The Literary Remains Of Samuel Taylor Coleridge,Samuel Taylor Coleridge,"September, 2005"
9060-8.txt,"The Public Orations of Demosthenes, volume 1",Demosthenes,"October, 2005"
9079-8.txt,The Man Shakespeare,Frank Harris,"October, 2005 "
9105-8.txt,Reflections,Francois Duc De La Rochefoucauld,"October, 2005 "
9107-8.txt,"Tales And Novels, Volume 9 (of 10)",Maria Edgeworth,"October, 2005 "
9168.txt,"The Three Cities Trilogy: Paris, Vol. 5",Emile Zola,"October, 2005"
9169.txt,Paris,Emile Zola,"October, 2005"
9170.txt,"The Three Cities Trilogy, Complete",Emile Zola,"October, 2005"
9182-8.txt,Villette,Charlotte Bront�,"October, 2005"
9182.txt,Villette,Charlotte Bronte,"October, 2005"
9183.txt,Wilfrid Cumbermede,George MacDonald,"October, 2005 "
9195.txt,The Slave Of The Lamp,Henry Seton Merriman,"October, 2005  "
920.txt,The Ethics [Part II],Benedict de Spinoza,"May, 1997"
9208.txt,"Fancy's Show-Box (From ""Twice Told Tales"")",Nathaniel Hawthorne,"November, 2005"
9265-8.txt,"The Atlantic Monthly, Vol. IV, No. 22, Aug., 1859",Various,"November, 2005"
936.txt,The Village Watch-Tower,(AKA Kate Douglas Riggs) Kate Douglas Wiggin,"June, 1997"
9363-8.txt,The Best British Short Stories of 1922,Various,"November, 2005"
9368.txt,Welsh Fairy Tales,William Elliott Griffis,"November, 2005"
9378-8.txt,The Lone Wolf,Louis Joseph Vance,"November 25, 2005"
9381-8.txt,"The Atlantic Monthly, Volume 4, No. 24, Oct. 1859",Various,"November, 2005"
9381.txt,"The Atlantic Monthly, Volume 4, No. 24, Oct. 1859",Various,"November, 2005"
9385-8.txt,The Incomplete Amorist,E. Nesbit,"November, 2005"
9395.txt,Dorothy's Mystical Adventures in Oz,Robert J. Evans,"November, 2005"
9396.txt,"Atlantic Monthly, Vol. 5, No. 30, April, 1860",Various,"November, 2005"
9397.txt,The Green Satin Gown,Laura E. Richards,"November, 2005"
9412-8.txt,A Woman Tenderfoot,Grace Gallatin Seton-Thompson,"December, 2005  "
9455-8.txt,"Tales And Novels, Volume 3 (of 10)",Maria Edgeworth,"December, 2005 "
9468-8.txt,Anna St. Ives,Thomas Holcroft,"December, 2005"
9470-8.txt,His Hour,Elinor Glyn,"December, 2005 "
9471-8.txt,The Vicar's Daughter,George MacDonald,"December, 2005"
9473-8.txt,The Knights of the Cross,Henryk Sienkiewicz,"December, 2005"
9473.txt,The Knights of the Cross,Henryk Sienkiewicz,"December, 2005"
9475-8.txt,The Lovels of Arden,M. E. Braddon,"December, 2005"
9497-8.txt,Twilight in Italy,D. H. Lawrence,"December, 2005"
954.txt,Tom Swift and his War Tank,Victor Appleton,"June, 1997"
9590.txt,"The Works of Whittier, Volume V (of VII)",John Greenleaf Whittier,December 2005  
9604.txt,"Hung Lou Meng, Book II",Cao Xueqin,"January, 2006"
9624.txt,"Directions for Cookery, in its Various Branches",Eliza Leslie,"January, 2006"
9630.txt,Proportional Representation,John H. Humphreys,"January, 2006"
9633.txt,"Sir George Tressady, Vol. I",Mrs. Humphry Ward,"January, 2006"
9652-8.txt,A Miscellany of Poetry,Various,"January, 2006"
9670-8.txt,"Specimens with Memoirs of the Less-known British Poets, Complete",George Gilfillan,"January, 2006"
9745.txt,The Rock of Chickamauga,Joseph A. Altsheler,"January, 2006 "
9755.txt,"Night and Morning, Complete",Edward Bulwer-Lytton,"March 17, 2009 "
9778.txt,Vane of the Timberlands,Harold Bindloss,"January, 2006"
9779.txt,The Black Bag,Louis Joseph Vance,"January, 2006"
9781.txt,"A History of Rome, Vol 1",A. H. J. Greenidge,"January, 2006"
9784.txt,Thomas Carlyle,John Nichol,"January, 2006"
9785.txt,"Woodstock; or, The Cavalier",Sir Walter Scott,"January, 2006"
9786.txt,Love's Shadow,Ada Leverson,"January, 2006"
9787.txt,In the Valley,Harold Frederic,"January, 2006"
9790.txt,Traffics and Discoveries,Rudyard Kipling,"January, 2006"
9791.txt,Harrigan,Max Brand,"January, 2006"
9792.txt,Redemption and Two Other Plays,Leo Tolstoy,"January, 2006"
9795.txt,The Four Faces,William le Queux,"January, 2006"
98-8.txt,A Tale of Two Cities,Charles Dickens,"January, 1994 "
9801.txt,The Habitant and Other French-Canadian Poems,William Henry Drummond,"February, 2006"
9803-8.txt,"Memoirs of the Life and Correspondence of Henry Reeve, C.B., D.C.L.",John Knox Laughton,"February, 2006"
9803.txt,"Memoirs of the Life and Correspondence of Henry Reeve, C.B., D.C.L.",John Knox Laughton,"February, 2006"
9811.txt,The Adventures of Hugh Trevor,Thomas Holcroft,"February, 2006"
9814.txt,Poetical Works of Akenside,Mark Akenside,"February, 2006"
9815.txt,"The Principal Navigations, Voyages, Traffiques and Discoveries of the English Nation. v. 8",Richard Hakluyt,"February, 2006"
9816.txt,"Lo, Michael!",Grace Livingston Hill,"February, 2006"
9817.txt,Peter Ibbetson,George Du Maurier,"February, 2006"
9840-8.txt,Vivian Grey,"Earl of Beaconsfield, Benjamin Disraeli","October 23, 2003 "
9840.txt,Vivian Grey,"Earl of Beaconsfield, Benjamin Disraeli","October 23, 2003 "
9846-8.txt,Excursions,Henry D. Thoreau,"February, 2006"
9862-8.txt,City of Endless Night,Milo Hastings,"February, 2006"
9863.txt,The Letters of Robert Burns,Robert Burns,"February, 2006"
9864-8.txt,Humoresque,Fannie Hurst,"February, 2006"
9866-8.txt,Freeland,Theodor Hertzka,"February, 2006"
9879-8.txt,The Amateur Gentleman,Jeffery Farnol,"February, 2006"
